state,action,q_value
[]_4_4_1,draw_deck_2,0.011710000000000002
[]_4_4_1,draw_deck_3,0.019000000000000003
['4']_3_8_2,take_discard_1,0.019000000000000003
['4']_3_8_2,take_discard_2,0.0
['4']_3_8_2,take_discard_3,0.0
['4']_3_8_2,draw_deck_1,0.0
['4']_3_8_2,draw_deck_2,0.0
['4']_3_8_2,draw_deck_3,0.0
['4']_3_8_2,take_discard_0,0.0
['4']_3_8_2,draw_deck_0,0.0
"['3', '4', '8']_1_8_4",take_discard_3,1.01
"['3', '4', '8']_1_8_4",draw_deck_3,0.0
"['4', '8']_2_6_3",draw_deck_2,0.010000000000000002
['Q']_3_5_2,take_discard_0,0.010000000000000002
['Q']_3_5_2,take_discard_1,0.0
['Q']_3_5_2,take_discard_2,0.0
['Q']_3_5_2,draw_deck_0,0.0
['Q']_3_5_2,draw_deck_1,0.0
['Q']_3_5_2,draw_deck_2,0.0
"['3', '5', 'Q']_1_8_4",take_discard_2,-0.49000000000000005
"['3', '5', 'Q']_1_8_4",draw_deck_2,0.0
"['5', 'Q']_2_7_3",draw_deck_1,0.010000000000000002
[]_4_7_1,take_discard_0,0.07742573861671
[]_4_7_1,take_discard_1,0.019000000000000003
[]_4_7_1,take_discard_2,0.0199
[]_4_7_1,take_discard_3,0.0
[]_4_7_1,draw_deck_0,0.01981
[]_4_7_1,draw_deck_1,0.0
[]_4_7_1,draw_deck_2,0.010000000000000002
[]_4_7_1,draw_deck_3,0.010000000000000002
['7']_3_7_2,take_discard_1,0.019000000000000003
['7']_3_7_2,take_discard_2,0.010000000000000002
['7']_3_7_2,take_discard_3,0.0
['7']_3_7_2,draw_deck_1,0.0
['7']_3_7_2,draw_deck_2,0.0
['7']_3_7_2,draw_deck_3,0.0
"['7', '7', 'J']_1_2_4",take_discard_3,1.01
"['7', '7', 'J']_1_2_4",draw_deck_3,0.0
"['7', '7']_2_J_3",take_discard_2,0.010000000000000002
[]_4_6_1,take_discard_0,0.066861017479
[]_4_6_1,take_discard_1,0.0
[]_4_6_1,take_discard_2,0.010000000000000002
[]_4_6_1,take_discard_3,0.0
[]_4_6_1,draw_deck_0,0.010000000000000002
[]_4_6_1,draw_deck_1,0.010000000000000002
[]_4_6_1,draw_deck_2,0.0
[]_4_6_1,draw_deck_3,0.010000000000000002
['6']_3_2_2,take_discard_1,0.019000000000000003
['6']_3_2_2,take_discard_2,0.0
['6']_3_2_2,take_discard_3,0.0
['6']_3_2_2,draw_deck_1,0.0
['6']_3_2_2,draw_deck_2,0.0
['6']_3_2_2,draw_deck_3,0.0
"['2', '6', '6']_1_8_4",take_discard_2,1.01
"['2', '6', '6']_1_8_4",draw_deck_2,0.0
"['2', '6']_2_K_3",draw_deck_3,0.010000000000000002
['8']_3_5_2,take_discard_1,0.040951
['8']_3_5_2,take_discard_2,0.0
['8']_3_5_2,take_discard_3,0.0
['8']_3_5_2,draw_deck_1,0.0
['8']_3_5_2,draw_deck_2,0.0
['8']_3_5_2,draw_deck_3,0.0
"['5', '8']_2_6_3",take_discard_2,0.010000000000000002
"['5', '8']_2_6_3",take_discard_3,0.0
"['5', '8']_2_6_3",draw_deck_2,0.0
"['5', '8']_2_6_3",draw_deck_3,0.0
"['5', '6', '8']_1_4_4",draw_deck_3,-0.49000000000000005
[]_4_3_1,take_discard_0,0.0737326363519
[]_4_3_1,take_discard_1,0.0
[]_4_3_1,take_discard_2,0.0
[]_4_3_1,take_discard_3,0.0
[]_4_3_1,draw_deck_0,0.0
[]_4_3_1,draw_deck_1,0.0
[]_4_3_1,draw_deck_2,0.0
[]_4_3_1,draw_deck_3,0.0
['3']_3_4_2,take_discard_1,0.019000000000000003
['3']_3_4_2,take_discard_2,0.0
['3']_3_4_2,take_discard_3,0.0
['3']_3_4_2,draw_deck_1,0.0
['3']_3_4_2,draw_deck_2,0.0
['3']_3_4_2,draw_deck_3,0.0
"['3', '4']_2_J_3",take_discard_2,0.010000000000000002
"['3', '4']_2_J_3",take_discard_3,0.0
"['3', '4']_2_J_3",draw_deck_2,0.0
"['3', '4']_2_J_3",draw_deck_3,0.0
"['3', '4', 'J']_1_6_4",take_discard_3,-0.19
"['3', '4', 'J']_1_6_4",draw_deck_3,0.0
['7']_3_Q_2,take_discard_1,0.010000000000000002
['7']_3_Q_2,take_discard_2,0.0
['7']_3_Q_2,take_discard_3,0.0
['7']_3_Q_2,draw_deck_1,0.0
['7']_3_Q_2,draw_deck_2,0.0
['7']_3_Q_2,draw_deck_3,0.0
"['7', 'Q']_2_7_3",take_discard_2,0.010000000000000002
"['7', 'Q']_2_7_3",take_discard_3,0.0
"['7', 'Q']_2_7_3",draw_deck_2,0.0
"['7', 'Q']_2_7_3",draw_deck_3,0.0
"['7', '7', 'Q']_1_7_4",take_discard_3,-0.49000000000000005
"['7', '7', 'Q']_1_7_4",draw_deck_3,0.0
[]_4_K_1,take_discard_0,0.07489131479200001
[]_4_K_1,take_discard_1,0.0
[]_4_K_1,take_discard_2,0.0
[]_4_K_1,take_discard_3,0.0
[]_4_K_1,draw_deck_0,0.0
[]_4_K_1,draw_deck_1,0.0
[]_4_K_1,draw_deck_2,0.0
[]_4_K_1,draw_deck_3,0.0
['K']_3_7_2,take_discard_1,0.019000000000000003
['K']_3_7_2,take_discard_2,0.0
['K']_3_7_2,take_discard_3,0.0
['K']_3_7_2,draw_deck_1,0.0
['K']_3_7_2,draw_deck_2,0.0
['K']_3_7_2,draw_deck_3,0.0
"['7', 'K']_2_6_3",take_discard_2,0.010000000000000002
"['7', 'K']_2_6_3",take_discard_3,0.0
"['7', 'K']_2_6_3",draw_deck_2,0.0
"['7', 'K']_2_6_3",draw_deck_3,0.0
"['6', '7', 'K']_1_6_4",take_discard_3,1.01
"['6', '7', 'K']_1_6_4",draw_deck_3,0.0
[]_4_10_1,take_discard_0,0.08566917986503902
[]_4_10_1,take_discard_1,0.0
[]_4_10_1,take_discard_2,0.010000000000000002
[]_4_10_1,take_discard_3,0.028000000000000004
[]_4_10_1,draw_deck_0,0.0
[]_4_10_1,draw_deck_1,0.0
[]_4_10_1,draw_deck_2,0.0
[]_4_10_1,draw_deck_3,0.0
"['10', '9']_2_J_3",take_discard_1,0.010000000000000002
"['10', '9']_2_J_3",take_discard_2,0.0
"['10', '9']_2_J_3",draw_deck_1,0.0
"['10', '9']_2_J_3",draw_deck_2,0.0
"['10', '9', 'J']_1_2_4",take_discard_2,-0.49000000000000005
"['10', '9', 'J']_1_2_4",draw_deck_2,0.0
"['10', '9', 'J']_1_2_4",take_discard_3,-0.49000000000000005
"['10', '9', 'J']_1_2_4",draw_deck_3,0.0
['10']_3_K_2,draw_deck_3,0.027100000000000006
['10']_3_K_2,take_discard_1,0.0
['10']_3_K_2,take_discard_2,0.0
['10']_3_K_2,take_discard_3,0.0
['10']_3_K_2,draw_deck_1,0.0
['10']_3_K_2,draw_deck_2,0.0
['A']_3_7_2,take_discard_0,0.034390000000000004
['A']_3_7_2,take_discard_1,0.0
['A']_3_7_2,take_discard_3,0.0
['A']_3_7_2,draw_deck_0,0.0
['A']_3_7_2,draw_deck_1,0.0
['A']_3_7_2,draw_deck_3,0.0
"['7', 'A']_2_6_3",take_discard_1,0.010000000000000002
"['7', 'A']_2_6_3",take_discard_3,0.0
"['7', 'A']_2_6_3",draw_deck_1,0.0
"['7', 'A']_2_6_3",draw_deck_3,0.0
"['6', '7', 'A']_1_8_4",take_discard_3,-0.49000000000000005
"['6', '7', 'A']_1_8_4",draw_deck_3,0.0
"['A', 'J']_2_K_3",take_discard_1,0.010000000000000002
"['A', 'J']_2_K_3",take_discard_3,0.0
"['A', 'J']_2_K_3",draw_deck_1,0.0
"['A', 'J']_2_K_3",draw_deck_3,0.0
"['A', 'J', 'K']_1_6_4",take_discard_3,1.01
"['A', 'J', 'K']_1_6_4",draw_deck_3,0.0
['J']_3_A_2,take_discard_0,0.019000000000000003
['J']_3_A_2,take_discard_1,0.0
['J']_3_A_2,take_discard_3,0.0
['J']_3_A_2,draw_deck_0,0.0
['J']_3_A_2,draw_deck_1,0.0
['J']_3_A_2,draw_deck_3,0.0
[]_4_J_1,take_discard_2,0.07870387842280001
[]_4_J_1,take_discard_0,0.020710000000000003
[]_4_J_1,take_discard_1,0.0
[]_4_J_1,take_discard_3,0.0
[]_4_J_1,draw_deck_0,0.028639000000000005
[]_4_J_1,draw_deck_1,0.0
[]_4_J_1,draw_deck_2,0.0199
[]_4_J_1,draw_deck_3,0.0
['2']_3_K_2,take_discard_3,0.010000000000000002
"['2', 'K']_2_9_3",take_discard_2,0.010000000000000002
"['2', '9', 'K']_1_7_4",draw_deck_1,-0.49000000000000005
"['7', 'A']_2_9_3",take_discard_1,0.010000000000000002
"['7', 'A']_2_9_3",take_discard_3,0.0
"['7', 'A']_2_9_3",draw_deck_1,0.0
"['7', 'A']_2_9_3",draw_deck_3,0.0
"['7', '9', 'A']_1_8_4",take_discard_3,-0.49000000000000005
"['7', '9', 'A']_1_8_4",draw_deck_3,0.0
['K']_3_9_2,take_discard_1,0.027100000000000006
['K']_3_9_2,take_discard_2,0.0
['K']_3_9_2,take_discard_3,0.0
['K']_3_9_2,draw_deck_1,0.0
['K']_3_9_2,draw_deck_2,0.0
['K']_3_9_2,draw_deck_3,0.0
['K']_3_9_2,take_discard_0,0.0
['K']_3_9_2,draw_deck_0,0.0
"['9', 'K']_2_3_3",draw_deck_2,0.010000000000000002
"['9', 'J', 'K']_1_K_4",take_discard_3,1.01
"['4', '6']_2_4_3",take_discard_1,0.010000000000000002
"['4', '6']_2_4_3",take_discard_2,0.0
"['4', '6']_2_4_3",draw_deck_1,0.0
"['4', '6']_2_4_3",draw_deck_2,0.0
['4']_3_6_2,take_discard_3,0.019000000000000003
['4']_3_6_2,take_discard_1,0.0
['4']_3_6_2,take_discard_2,0.0
['4']_3_6_2,draw_deck_1,0.0
['4']_3_6_2,draw_deck_2,0.0
['4']_3_6_2,draw_deck_3,0.0
"['4', '4', '6']_1_J_4",draw_deck_2,-0.19
['7']_3_A_2,draw_deck_0,0.010000000000000002
"['7', '7']_2_Q_3",draw_deck_1,0.010000000000000002
"['3', '7', '7']_1_K_4",take_discard_3,1.01
['2']_3_10_2,take_discard_1,0.027100000000000006
['2']_3_10_2,take_discard_2,0.0
['2']_3_10_2,take_discard_3,0.010000000000000002
['2']_3_10_2,draw_deck_1,0.0
['2']_3_10_2,draw_deck_2,0.0
['2']_3_10_2,draw_deck_3,0.0
"['10', '2', '5']_1_J_4",take_discard_2,-0.49000000000000005
"['10', '2', '5']_1_J_4",draw_deck_2,0.0
"['10', '2']_2_A_3",draw_deck_3,0.010000000000000002
"['2', '7']_2_K_3",take_discard_1,0.010000000000000002
"['2', '7']_2_K_3",take_discard_2,0.0
"['2', '7']_2_K_3",draw_deck_1,0.0
"['2', '7']_2_K_3",draw_deck_2,0.0
"['2', '7', 'K']_1_J_4",take_discard_2,-0.49000000000000005
"['2', '7', 'K']_1_J_4",draw_deck_2,0.0
['7']_3_2_2,take_discard_3,0.010000000000000002
['8']_3_Q_2,take_discard_1,0.019000000000000003
['8']_3_Q_2,take_discard_2,0.0
['8']_3_Q_2,take_discard_3,0.0
['8']_3_Q_2,draw_deck_1,0.0
['8']_3_Q_2,draw_deck_2,0.0
['8']_3_Q_2,draw_deck_3,0.0
"['8', 'Q']_2_8_3",take_discard_2,0.010000000000000002
"['8', 'Q']_2_8_3",take_discard_3,0.0
"['8', 'Q']_2_8_3",draw_deck_2,0.0
"['8', 'Q']_2_8_3",draw_deck_3,0.0
"['8', '8', 'Q']_1_9_4",take_discard_3,-0.49000000000000005
"['8', '8', 'Q']_1_9_4",draw_deck_3,0.0
"['9', 'K']_2_A_3",take_discard_2,0.010000000000000002
"['9', 'K']_2_A_3",take_discard_3,0.0
"['9', 'K']_2_A_3",draw_deck_2,0.0
"['9', 'K']_2_A_3",draw_deck_3,0.0
"['9', 'A', 'K']_1_4_4",take_discard_3,1.01
"['9', 'A', 'K']_1_4_4",draw_deck_3,0.0
['8']_3_8_2,take_discard_0,0.010000000000000002
['8']_3_8_2,take_discard_1,0.010000000000000002
['8']_3_8_2,take_discard_2,0.0
['8']_3_8_2,draw_deck_0,0.0
['8']_3_8_2,draw_deck_1,0.0
['8']_3_8_2,draw_deck_2,0.0
['8']_3_8_2,take_discard_3,0.0
['8']_3_8_2,draw_deck_3,0.0
"['8', '8']_2_6_3",take_discard_1,0.010000000000000002
"['8', '8']_2_6_3",take_discard_2,0.0
"['8', '8']_2_6_3",draw_deck_1,0.0
"['8', '8']_2_6_3",draw_deck_2,0.0
"['6', '8', '8']_1_10_4",take_discard_2,-0.49000000000000005
"['6', '8', '8']_1_10_4",draw_deck_2,0.0
['J']_3_J_2,take_discard_0,0.019000000000000003
['J']_3_J_2,take_discard_1,0.0
['J']_3_J_2,take_discard_3,0.0
['J']_3_J_2,draw_deck_0,0.0
['J']_3_J_2,draw_deck_1,0.0
['J']_3_J_2,draw_deck_3,0.0
['J']_3_J_2,take_discard_2,0.0
['J']_3_J_2,draw_deck_2,0.0
"['J', 'J']_2_J_3",take_discard_1,0.010000000000000002
"['J', 'J']_2_J_3",take_discard_3,0.0
"['J', 'J']_2_J_3",draw_deck_1,0.0
"['J', 'J']_2_J_3",draw_deck_3,0.0
"['J', 'J', 'J']_1_9_4",draw_deck_3,1.01
"['5', 'K']_2_A_3",take_discard_1,0.010000000000000002
"['5', 'K']_2_A_3",take_discard_3,0.0
"['5', 'K']_2_A_3",draw_deck_1,0.0
"['5', 'K']_2_A_3",draw_deck_3,0.0
"['5', 'A', 'K']_1_6_4",take_discard_3,-0.49000000000000005
"['5', 'A', 'K']_1_6_4",draw_deck_3,0.0
['5']_3_8_2,draw_deck_2,0.010000000000000002
['5']_3_8_2,draw_deck_3,0.010000000000000002
['10']_3_J_2,take_discard_1,0.010000000000000002
['10']_3_J_2,take_discard_2,0.0
['10']_3_J_2,take_discard_3,0.0
['10']_3_J_2,draw_deck_1,0.0
['10']_3_J_2,draw_deck_2,0.0
['10']_3_J_2,draw_deck_3,0.0
"['10', 'J']_2_9_3",take_discard_2,0.010000000000000002
"['10', 'J']_2_9_3",take_discard_3,0.0
"['10', 'J']_2_9_3",draw_deck_2,0.0
"['10', 'J']_2_9_3",draw_deck_3,0.0
"['10', '10']_2_A_3",take_discard_0,0.010000000000000002
"['10', '10']_2_A_3",take_discard_1,0.0
"['10', '10']_2_A_3",draw_deck_0,0.0
"['10', '10']_2_A_3",draw_deck_1,0.0
['10']_3_10_2,take_discard_2,0.019000000000000003
['10']_3_10_2,take_discard_1,0.0
['10']_3_10_2,take_discard_3,0.0
['10']_3_10_2,draw_deck_1,0.0
['10']_3_10_2,draw_deck_2,0.0
['10']_3_10_2,draw_deck_3,0.0
"['10', '10', 'A']_1_J_4",take_discard_1,1.01
"['3', '5']_2_2_3",take_discard_1,0.010000000000000002
"['3', '5']_2_2_3",take_discard_2,0.0
"['3', '5']_2_2_3",draw_deck_1,0.0
"['3', '5']_2_2_3",draw_deck_2,0.0
"['2', '3', '5']_1_Q_4",take_discard_2,-0.49000000000000005
"['2', '3', '5']_1_Q_4",draw_deck_2,0.0
['3']_3_J_2,draw_deck_3,0.019000000000000003
['3']_3_J_2,take_discard_1,0.0
['3']_3_J_2,take_discard_2,0.0
['3']_3_J_2,take_discard_3,0.0
['3']_3_J_2,draw_deck_1,0.0
['3']_3_J_2,draw_deck_2,0.0
"['10', '2']_2_J_3",take_discard_2,0.010000000000000002
"['10', '2']_2_J_3",take_discard_3,0.0
"['10', '2']_2_J_3",draw_deck_2,0.0
"['10', '2']_2_J_3",draw_deck_3,0.0
"['10', '2', 'J']_1_Q_4",take_discard_3,1.01
['Q']_3_A_2,take_discard_0,0.010000000000000002
['Q']_3_A_2,take_discard_1,0.0
['Q']_3_A_2,take_discard_2,0.0
['Q']_3_A_2,draw_deck_0,0.0
['Q']_3_A_2,draw_deck_1,0.0
['Q']_3_A_2,draw_deck_2,0.0
"['A', 'Q']_2_2_3",take_discard_1,0.010000000000000002
"['A', 'Q']_2_2_3",take_discard_2,0.0
"['A', 'Q']_2_2_3",draw_deck_1,0.0
"['A', 'Q']_2_2_3",draw_deck_2,0.0
"['2', 'A', 'Q']_1_5_4",take_discard_2,1.01
"['2', 'A', 'Q']_1_5_4",draw_deck_2,0.0
"['2', 'A', 'Q']_1_5_4",take_discard_3,1.01
"['2', 'A', 'Q']_1_5_4",draw_deck_3,0.0
"['3', '6']_2_2_3",take_discard_0,0.010000000000000002
"['3', '6']_2_2_3",take_discard_2,0.0
"['3', '6']_2_2_3",draw_deck_0,0.0
"['3', '6']_2_2_3",draw_deck_2,0.0
"['2', '3', '6']_1_6_4",take_discard_2,1.01
"['2', '3', '6']_1_6_4",draw_deck_2,0.0
['6']_3_3_2,draw_deck_3,0.010000000000000002
['7']_3_4_2,take_discard_1,0.010000000000000002
['7']_3_4_2,take_discard_2,0.0
['7']_3_4_2,take_discard_3,0.0
['7']_3_4_2,draw_deck_1,0.0
['7']_3_4_2,draw_deck_2,0.0
['7']_3_4_2,draw_deck_3,0.0
"['4', '7']_2_8_3",take_discard_2,0.010000000000000002
"['4', '7']_2_8_3",take_discard_3,0.0
"['4', '7']_2_8_3",draw_deck_2,0.0
"['4', '7']_2_8_3",draw_deck_3,0.0
"['4', '7', '8']_1_K_4",take_discard_3,-0.49000000000000005
['4']_3_5_2,take_discard_1,0.019000000000000003
['4']_3_5_2,take_discard_2,0.0
['4']_3_5_2,take_discard_3,0.0
['4']_3_5_2,draw_deck_1,0.0
['4']_3_5_2,draw_deck_2,0.0
['4']_3_5_2,draw_deck_3,0.0
['4']_3_5_2,take_discard_0,0.010000000000000002
['4']_3_5_2,draw_deck_0,0.0
"['4', '5']_2_10_3",take_discard_2,0.010000000000000002
"['4', '5']_2_10_3",take_discard_3,0.0
"['4', '5']_2_10_3",draw_deck_2,0.0
"['4', '5']_2_10_3",draw_deck_3,0.0
"['10', '4', '5']_1_2_4",take_discard_3,1.01
"['10', '4', '5']_1_2_4",draw_deck_3,0.0
['7']_3_10_2,take_discard_1,0.027100000000000006
['7']_3_10_2,take_discard_2,0.0
['7']_3_10_2,take_discard_3,0.0
['7']_3_10_2,draw_deck_1,0.0
['7']_3_10_2,draw_deck_2,0.0
['7']_3_10_2,draw_deck_3,0.0
['7']_3_10_2,take_discard_0,0.0
['7']_3_10_2,draw_deck_0,0.0
"['10', '4', '7']_1_9_4",take_discard_3,-0.49000000000000005
"['10', '4', '7']_1_9_4",draw_deck_3,0.0
"['10', '7']_2_4_3",take_discard_2,0.010000000000000002
"['A', 'J']_2_A_3",take_discard_1,0.010000000000000002
"['A', 'J']_2_A_3",take_discard_3,0.0
"['A', 'J']_2_A_3",draw_deck_1,0.0
"['A', 'J']_2_A_3",draw_deck_3,0.0
"['A', 'A', 'J']_1_6_4",take_discard_3,1.01
"['A', 'A', 'J']_1_6_4",draw_deck_3,0.0
['8']_3_9_2,take_discard_0,0.010000000000000002
['8']_3_9_2,take_discard_2,0.0
['8']_3_9_2,take_discard_3,0.0
['8']_3_9_2,draw_deck_0,0.0
['8']_3_9_2,draw_deck_2,0.0
['8']_3_9_2,draw_deck_3,0.0
"['8', '9']_2_K_3",take_discard_2,0.010000000000000002
"['8', '9']_2_K_3",take_discard_3,0.0
"['8', '9']_2_K_3",draw_deck_2,0.0
"['8', '9']_2_K_3",draw_deck_3,0.0
"['8', '9', 'K']_1_6_4",take_discard_3,-0.49000000000000005
"['8', '9', 'K']_1_6_4",draw_deck_3,0.0
['A']_3_4_2,take_discard_0,0.027100000000000006
['A']_3_4_2,take_discard_1,0.0
['A']_3_4_2,take_discard_3,0.0
['A']_3_4_2,draw_deck_0,0.0
['A']_3_4_2,draw_deck_1,0.0
['A']_3_4_2,draw_deck_3,0.0
"['4', 'A']_2_8_3",take_discard_1,0.010000000000000002
"['4', 'A']_2_8_3",take_discard_3,0.0
"['4', 'A']_2_8_3",draw_deck_1,0.0
"['4', 'A']_2_8_3",draw_deck_3,0.0
"['4', '8', 'A']_1_Q_4",take_discard_3,-0.49000000000000005
['3']_3_5_2,take_discard_1,0.010000000000000002
['3']_3_5_2,take_discard_2,0.0
['3']_3_5_2,take_discard_3,0.0
['3']_3_5_2,draw_deck_1,0.0
['3']_3_5_2,draw_deck_2,0.0
['3']_3_5_2,draw_deck_3,0.0
"['3', '5']_2_7_3",take_discard_2,0.010000000000000002
"['3', '5']_2_7_3",take_discard_3,0.0
"['3', '5']_2_7_3",draw_deck_2,0.0
"['3', '5']_2_7_3",draw_deck_3,0.0
"['3', '5', '7']_1_9_4",take_discard_3,-0.49000000000000005
"['3', '5', '7']_1_9_4",draw_deck_3,0.0
['9']_3_6_2,take_discard_1,0.010000000000000002
['9']_3_6_2,take_discard_2,0.0
['9']_3_6_2,take_discard_3,0.0
['9']_3_6_2,draw_deck_1,0.0
['9']_3_6_2,draw_deck_2,0.0
['9']_3_6_2,draw_deck_3,0.0
"['6', '9']_2_K_3",take_discard_2,0.010000000000000002
"['6', '9']_2_K_3",take_discard_3,0.0
"['6', '9']_2_K_3",draw_deck_2,0.0
"['6', '9']_2_K_3",draw_deck_3,0.0
"['6', '9', 'K']_1_J_4",take_discard_3,-0.49000000000000005
"['6', '9', 'K']_1_J_4",draw_deck_3,0.0
['K']_3_8_2,take_discard_1,0.010000000000000002
